EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Over18,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM042,27,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,Good,Female,1,Laboratory Technician,Poor,Divorced,2341,Y,No,13,Average,1,1,0,0,0.0
RM044,27,26-35,No,Travel_Frequently,Sales,8,Life Sciences,Good,Male,3,Sales Executive,Average,Single,8726,Y,No,15,Average,9,9,8,1,7.0
RM162,27,26-35,No,Non_Travel,Research & Development,9,Medical,Good,Male,1,Research Scientist,Poor,Divorced,2024,Y,No,18,Average,6,2,2,2,2.0
RM165,27,26-35,No,Non_Travel,Research & Development,3,Medical,Average,Male,1,Research Scientist,Average,Divorced,2566,Y,Yes,15,Average,1,1,1,0,1.0
RM171,27,26-35,No,Travel_Rarely,Research & Development,17,Technical Degree,Average,Male,1,Research Scientist,Poor,Married,3058,Y,Yes,16,Average,6,5,2,1,1.0
RM192,27,26-35,No,Travel_Rarely,Research & Development,9,Medical,Good,Female,1,Research Scientist,Poor,Single,2279,Y,No,16,Average,7,7,7,0,3.0
RM201,27,26-35,No,Travel_Frequently,Research & Development,1,Technical Degree,Average,Male,2,Manufacturing Director,Poor,Married,4298,Y,No,19,Average,6,2,2,2,0.0
RM213,27,26-35,No,Travel_Frequently,Sales,20,Life Sciences,Good,Female,2,Sales Executive,Average,Single,9981,Y,No,14,Average,7,7,7,0,7.0
RM319,27,26-35,No,Travel_Rarely,Research & Development,5,Life Sciences,Average,Female,1,Research Scientist,Poor,Single,2478,Y,Yes,12,Average,4,4,3,1,2.0
RM321,27,26-35,No,Travel_Rarely,Sales,2,Life Sciences,Good,Male,2,Sales Executive,Average,Single,4478,Y,Yes,11,Average,5,5,4,0,4.0
RM332,27,26-35,No,Non_Travel,Sales,1,Marketing,Average,Male,2,Sales Executive,Poor,Married,6349,Y,Yes,13,Average,6,5,4,1,4.0
RM340,27,26-35,No,Travel_Rarely,Sales,8,Marketing,Poor,Female,2,Sales Executive,Poor,Married,6214,Y,No,18,Average,8,8,7,0,7.0
RM374,27,26-35,No,Travel_Rarely,Research & Development,1,Medical,Good,Male,1,Laboratory Technician,Poor,Divorced,3816,Y,No,11,Average,5,5,2,0,4.0
RM486,27,26-35,No,Travel_Rarely,Research & Development,6,Medical,Poor,Female,1,Research Scientist,Average,Divorced,2187,Y,No,12,Average,6,5,3,0,3.0
RM496,27,26-35,Yes,Travel_Rarely,Sales,2,Marketing,Average,Male,1,Sales Representative,Poor,Divorced,3041,Y,No,11,Average,5,4,3,0,2.0
RM513,27,26-35,No,Travel_Rarely,Research & Development,3,Medical,Poor,Male,1,Research Scientist,Good,Single,2045,Y,No,13,Average,5,4,2,1,1.0
RM522,27,26-35,No,Travel_Frequently,Sales,3,Medical,Good,Female,2,Sales Executive,Good,Divorced,4647,Y,Yes,20,Good,6,6,5,0,4.0
RM531,27,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,Average,Female,3,Manufacturing Director,Poor,Married,7412,Y,No,11,Average,9,9,7,0,7.0
RM538,27,26-35,No,Travel_Frequently,Research & Development,10,Life Sciences,Good,Male,3,Manufacturing Director,Poor,Divorced,8793,Y,No,21,Good,9,9,7,1,7.0
RM555,27,26-35,No,Travel_Rarely,Research & Development,7,Medical,Good,Female,2,Healthcare Representative,Poor,Single,6811,Y,No,19,Average,9,7,6,0,7.0
RM577,27,26-35,No,Travel_Frequently,Sales,8,Marketing,Average,Male,2,Sales Executive,Good,Married,4342,Y,No,19,Average,5,4,2,1,1.0
RM611,27,26-35,No,Travel_Rarely,Research & Development,5,Technical Degree,Average,Male,3,Research Director,Good,Divorced,12808,Y,Yes,16,Average,9,9,8,0,8.0
RM616,27,26-35,No,Non_Travel,Research & Development,3,Medical,Good,Male,1,Research Scientist,Good,Married,1706,Y,No,11,Average,0,0,0,0,0.0
RM671,27,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,Poor,Female,1,Research Scientist,Average,Single,2318,Y,No,19,Average,1,1,1,0,0.0
RM718,27,26-35,No,Travel_Rarely,Research & Development,16,Technical Degree,Average,Female,1,Laboratory Technician,Poor,Married,2811,Y,No,14,Average,4,2,2,2,2.0
RM740,27,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,Poor,Female,2,Manufacturing Director,Good,Married,4227,Y,No,18,Average,4,3,2,2,2.0
RM787,27,26-35,No,Non_Travel,Research & Development,8,Life Sciences,Poor,Male,1,Laboratory Technician,Average,Married,4621,Y,No,19,Average,3,3,2,1,2.0
RM834,27,26-35,No,Travel_Rarely,Research & Development,6,Life Sciences,Good,Male,1,Research Scientist,Average,Married,2539,Y,No,13,Average,4,4,2,2,2.0
RM890,27,26-35,No,Travel_Rarely,Research & Development,14,Life Sciences,Poor,Male,1,Research Scientist,Poor,Married,2235,Y,Yes,14,Average,9,9,7,6,8.0
RM903,27,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,Poor,Male,1,Research Scientist,Average,Divorced,2517,Y,No,11,Average,5,5,3,0,3.0
RM971,27,26-35,No,Travel_Rarely,Sales,11,Medical,Average,Female,1,Sales Representative,Good,Married,2534,Y,No,14,Average,5,1,0,0,0.0
RM975,27,26-35,No,Travel_Frequently,Sales,2,Life Sciences,Good,Male,2,Sales Executive,Good,Single,5071,Y,No,20,Good,8,6,2,0,0.0
RM997,27,26-35,No,Travel_Rarely,Sales,10,Marketing,Good,Female,2,Sales Executive,Good,Married,5769,Y,Yes,11,Average,6,6,2,4,4.0
RM998,27,26-35,Yes,Travel_Rarely,Research & Development,17,Life Sciences,Good,Female,1,Research Scientist,Average,Single,2394,Y,Yes,13,Average,8,8,2,7,7.0
RM1018,27,26-35,No,Travel_Rarely,Research & Development,11,Life Sciences,Poor,Male,1,Laboratory Technician,Poor,Married,2099,Y,No,14,Average,6,5,0,1,4.0
RM1150,27,26-35,No,Travel_Rarely,Research & Development,19,Other,Good,Male,1,Laboratory Technician,Poor,Divorced,4066,Y,No,11,Average,7,7,7,0,7.0
RM1170,27,26-35,No,Travel_Rarely,Research & Development,8,Medical,Poor,Female,1,Research Scientist,Average,Married,3517,Y,No,17,Average,5,3,2,0,2.0
RM1171,27,26-35,No,Travel_Frequently,Research & Development,2,Medical,Good,Male,1,Research Scientist,Good,Single,2580,Y,No,13,Average,6,4,2,1,2.0
RM1249,27,26-35,No,Travel_Rarely,Research & Development,8,Medical,Average,Female,1,Research Scientist,Good,Single,3445,Y,No,11,Average,6,6,2,1,4.0
RM1318,27,26-35,No,Travel_Frequently,Research & Development,5,Life Sciences,Good,Female,1,Laboratory Technician,Good,Single,2379,Y,Yes,14,Average,6,5,4,0,2.0
RM1329,27,26-35,No,Travel_Rarely,Sales,23,Medical,Poor,Female,2,Sales Representative,Average,Married,3540,Y,No,21,Good,9,9,8,5,8.0
RM1335,27,26-35,No,Travel_Frequently,Research & Development,15,Life Sciences,Good,Female,1,Research Scientist,Poor,Married,4774,Y,No,19,Average,8,7,6,7,3.0
RM1351,27,26-35,No,Travel_Rarely,Sales,2,Medical,Poor,Female,2,Sales Executive,Average,Single,6500,Y,No,14,Average,9,8,7,0,7.0
RM1368,27,26-35,No,Travel_Rarely,Research & Development,2,Technical Degree,Poor,Male,1,Research Scientist,Poor,Married,2226,Y,No,11,Average,6,5,3,1,2.0
RM1380,27,26-35,Yes,Travel_Frequently,Human Resources,22,Human Resources,Poor,Female,1,Human Resources,Poor,Married,2863,Y,No,12,Average,1,1,0,0,0.0
RM1394,27,26-35,No,Travel_Rarely,Sales,9,Marketing,Good,Male,2,Sales Executive,Good,Single,4105,Y,No,14,Average,7,7,7,0,7.0
RM1468,27,26-35,No,Travel_Rarely,Research & Development,4,Life Sciences,Poor,Male,2,Manufacturing Director,Poor,Married,6142,Y,Yes,20,Good,6,6,2,0,3.0
RM015,28,26-35,Yes,Travel_Rarely,Research & Development,24,Life Sciences,Average,Male,1,Laboratory Technician,Average,Single,2028,Y,Yes,14,Average,6,4,2,0,3.0
RM052,28,26-35,Yes,Travel_Rarely,Research & Development,5,Technical Degree,Average,Male,1,Laboratory Technician,Average,Single,3441,Y,Yes,13,Average,2,2,2,2,2.0
RM098,28,26-35,No,Non_Travel,Sales,4,Medical,Poor,Male,2,Sales Executive,Average,Married,4221,Y,No,15,Average,5,5,4,0,4.0
RM163,28,26-35,No,Travel_Rarely,Research & Development,21,Medical,Average,Male,1,Research Scientist,Good,Married,2713,Y,No,11,Average,5,5,2,0,2.0
RM265,28,26-35,Yes,Travel_Rarely,Research & Development,2,Life Sciences,Poor,Male,1,Laboratory Technician,Average,Single,3485,Y,No,11,Average,5,0,0,0,0.0
RM273,28,26-35,No,Travel_Rarely,Research & Development,9,Medical,Good,Male,1,Research Scientist,Good,Married,2070,Y,No,23,Good,5,5,2,0,4.0
RM290,28,26-35,No,Travel_Rarely,Research & Development,8,Life Sciences,Good,Female,1,Research Scientist,Good,Single,3310,Y,No,21,Good,5,5,3,0,2.0
RM303,28,26-35,No,Travel_Rarely,Research & Development,16,Medical,Poor,Male,2,Healthcare Representative,Poor,Single,5661,Y,No,19,Average,9,8,3,0,7.0
RM324,28,26-35,Yes,Travel_Rarely,Research & Development,2,Medical,Poor,Male,1,Research Scientist,Good,Married,3464,Y,Yes,13,Average,5,3,2,2,2.0
RM375,28,26-35,No,Travel_Rarely,Sales,9,Life Sciences,Poor,Male,2,Sales Executive,Good,Single,5253,Y,No,16,Average,7,7,5,0,7.0
RM405,28,26-35,No,Travel_Rarely,Research & Development,17,Medical,Average,Male,2,Laboratory Technician,Poor,Divorced,4558,Y,No,12,Average,10,10,0,1,3.0
RM541,28,26-35,Yes,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Female,1,Research Scientist,Poor,Single,2216,Y,Yes,13,Average,10,7,7,3,7.0
RM599,28,26-35,Yes,Travel_Rarely,Research & Development,2,Medical,Average,Male,1,Research Scientist,Average,Single,4382,Y,No,17,Average,5,2,2,2,1.0
RM613,28,26-35,No,Travel_Rarely,Sales,2,Marketing,Poor,Female,2,Sales Executive,Poor,Married,4779,Y,Yes,20,Good,8,8,7,7,5.0
RM630,28,26-35,No,Travel_Rarely,Human Resources,8,Medical,Poor,Male,1,Human Resources,Good,Divorced,4936,Y,No,13,Average,6,5,1,0,4.0
RM660,28,26-35,No,Travel_Rarely,Sales,5,Medical,Poor,Male,2,Sales Executive,Good,Single,4908,Y,No,14,Average,4,4,2,0,2.0
RM669,28,26-35,No,Travel_Rarely,Research & Development,9,Medical,Average,Female,1,Research Scientist,Average,Divorced,2377,Y,No,18,Average,6,2,2,2,2.0
RM765,28,26-35,No,Travel_Rarely,Sales,10,Medical,Good,Male,1,Sales Representative,Poor,Married,1052,Y,No,22,Good,1,1,0,0,0.0
RM781,28,26-35,Yes,Non_Travel,Research & Development,24,Technical Degree,Poor,Male,3,Healthcare Representative,Poor,Single,8722,Y,No,12,Average,10,10,7,1,9.0
RM789,28,26-35,No,Travel_Rarely,Research & Development,10,Other,Average,Female,2,Research Scientist,Average,Single,3660,Y,No,13,Average,10,8,7,1,7.0
RM794,28,26-35,No,Travel_Rarely,Research & Development,15,Life Sciences,Poor,Male,1,Laboratory Technician,Average,Divorced,2207,Y,No,16,Average,4,4,2,2,2.0
RM801,28,26-35,Yes,Travel_Frequently,Research & Development,1,Medical,Poor,Male,1,Laboratory Technician,Poor,Divorced,2596,Y,No,15,Average,1,1,0,0,0.0
RM810,28,26-35,No,Travel_Rarely,Research & Development,3,Medical,Good,Female,3,Manufacturing Director,Poor,Divorced,7655,Y,No,17,Average,10,9,7,1,7.0
RM820,28,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,Poor,Male,1,Research Scientist,Poor,Married,3201,Y,No,17,Average,6,5,3,0,4.0
RM828,28,26-35,No,Travel_Frequently,Research & Development,6,Life Sciences,Average,Male,1,Research Scientist,Average,Divorced,2703,Y,Yes,14,Average,3,3,1,0,2.0
RM843,28,26-35,Yes,Travel_Rarely,Research & Development,12,Life Sciences,Average,Female,1,Laboratory Technician,Good,Married,2515,Y,Yes,11,Average,1,1,1,0,0.0
RM869,28,26-35,No,Travel_Rarely,Research & Development,19,Medical,Good,Male,1,Laboratory Technician,Poor,Married,3196,Y,No,12,Average,6,6,5,3,3.0
RM922,28,26-35,No,Travel_Frequently,Research & Development,1,Medical,Good,Male,1,Laboratory Technician,Average,Single,2154,Y,Yes,11,Average,5,4,2,0,2.0
RM930,28,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,Good,Male,1,Laboratory Technician,Good,Married,3867,Y,Yes,12,Average,2,2,2,2,2.0
RM934,28,26-35,No,Travel_Rarely,Research & Development,1,Technical Degree,Good,Male,1,Research Scientist,Poor,Single,2080,Y,No,11,Average,5,3,2,1,2.0
RM945,28,26-35,No,Non_Travel,Research & Development,1,Life Sciences,Average,Female,2,Laboratory Technician,Good,Married,6674,Y,No,11,Average,10,9,8,7,5.0
RM985,28,26-35,No,Travel_Rarely,Sales,26,Life Sciences,Average,Male,2,Sales Executive,Poor,Married,4724,Y,No,11,Average,5,5,3,0,4.0
RM1042,28,26-35,No,Travel_Rarely,Sales,5,Medical,Good,Male,2,Sales Executive,Poor,Single,8463,Y,No,18,Average,6,5,4,1,3.0
RM1057,28,26-35,Yes,Travel_Frequently,Sales,1,Technical Degree,Poor,Male,1,Sales Representative,Average,Married,2909,Y,No,15,Average,5,3,2,1,2.0
RM1069,28,26-35,Yes,Travel_Frequently,Research & Development,2,Medical,Average,Male,1,Laboratory Technician,Poor,Single,2561,Y,No,11,Average,8,0,0,0,0.0
RM1070,28,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Male,1,Research Scientist,Average,Divorced,1563,Y,No,14,Average,1,1,0,0,0.0
RM1071,28,26-35,No,Travel_Frequently,Sales,7,Life Sciences,Average,Male,2,Sales Executive,Poor,Single,4898,Y,No,14,Average,5,4,2,1,3.0
RM1074,28,26-35,No,Travel_Rarely,Research & Development,29,Life Sciences,Average,Male,2,Manufacturing Director,Poor,Married,6549,Y,No,14,Average,8,8,6,1,7.0
RM1137,28,26-35,Yes,Travel_Rarely,Research & Development,24,Medical,Average,Male,1,Laboratory Technician,Poor,Married,2408,Y,Yes,17,Average,1,1,1,0,0.0
RM1152,28,26-35,No,Travel_Rarely,Research & Development,27,Medical,Poor,Female,2,Manufacturing Director,Poor,Divorced,4877,Y,No,21,Good,6,5,3,0,0.0
RM1284,28,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,Average,Male,1,Research Scientist,Good,Married,2044,Y,No,11,Average,5,5,3,0,3.0
RM1308,28,26-35,No,Travel_Rarely,Research & Development,1,Medical,Average,Female,1,Research Scientist,Poor,Married,3591,Y,No,25,Good,3,3,2,1,2.0
RM1324,28,26-35,No,Non_Travel,Human Resources,1,Life Sciences,Average,Male,1,Human Resources,Good,Divorced,2706,Y,No,15,Average,3,3,2,2,2.0
RM1338,28,26-35,No,Travel_Rarely,Sales,3,Medical,Poor,Female,1,Sales Representative,Poor,Married,2856,Y,No,19,Average,1,1,0,0,0.0
RM1365,28,26-35,No,Travel_Frequently,Sales,1,Life Sciences,Average,Male,2,Sales Executive,Good,Married,6834,Y,Yes,12,Average,7,7,7,0,7.0
RM1370,28,26-35,Yes,Travel_Rarely,Sales,13,Marketing,Good,Female,2,Sales Executive,Average,Single,9854,Y,Yes,11,Average,6,2,0,2,2.0
RM1382,28,26-35,No,Non_Travel,Research & Development,16,Medical,Average,Male,1,Research Scientist,Average,Single,2144,Y,No,14,Average,5,5,3,1,4.0
RM1391,28,26-35,Yes,Travel_Rarely,Research & Development,17,Technical Degree,Average,Male,1,Laboratory Technician,Good,Divorced,2367,Y,No,12,Average,6,4,1,0,3.0
RM012,29,26-35,No,Travel_Rarely,Research & Development,15,Life Sciences,Good,Female,2,Laboratory Technician,Average,Single,4193,Y,Yes,12,Average,10,9,5,0,8.0
RM016,29,26-35,No,Travel_Rarely,Research & Development,21,Life Sciences,Poor,Female,3,Manufacturing Director,Poor,Divorced,9980,Y,No,11,Average,10,10,9,8,8.0
RM072,29,26-35,No,Travel_Rarely,Research & Development,2,Life Sciences,Average,Male,1,Research Scientist,Poor,Married,2703,Y,No,23,Good,6,5,4,0,3.0
RM156,29,26-35,No,Non_Travel,Research & Development,1,Technical Degree,Good,Male,2,Manufacturing Director,Average,Married,4319,Y,No,13,Average,10,10,7,0,9.0
RM206,29,26-35,Yes,Travel_Rarely,Sales,27,Marketing,Poor,Female,3,Sales Executive,Good,Married,7639,Y,No,22,Good,10,10,4,1,3.0
RM218,29,26-35,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Average,Male,1,Research Scientist,Average,Single,2058,Y,No,14,Average,7,6,2,1,5.0
RM228,29,26-35,No,Travel_Frequently,Sales,1,Medical,Poor,Female,3,Sales Executive,Good,Married,7918,Y,No,14,Average,11,11,10,4,1.0
RM230,29,26-35,Yes,Travel_Rarely,Research & Development,18,Medical,Average,Male,1,Research Scientist,Good,Single,2389,Y,Yes,13,Average,4,4,3,0,1.0
RM253,29,26-35,No,Travel_Rarely,Research & Development,15,Life Sciences,Average,Male,1,Research Scientist,Good,Single,2340,Y,No,19,Average,6,6,5,1,3.0
RM255,29,26-35,No,Travel_Rarely,Sales,20,Marketing,Good,Male,2,Sales Executive,Good,Divorced,6931,Y,No,14,Average,10,3,2,0,3.0
RM266,29,26-35,No,Travel_Rarely,Sales,2,Medical,Poor,Male,2,Sales Executive,Poor,Married,6644,Y,No,19,Average,10,0,0,0,0.0
RM283,29,26-35,No,Travel_Frequently,Sales,2,Life Sciences,Poor,Male,2,Sales Executive,Good,Single,4554,Y,No,18,Average,10,10,7,0,9.0
RM337,29,26-35,Yes,Travel_Rarely,Research & Development,8,Other,Poor,Male,1,Laboratory Technician,Poor,Married,2119,Y,Yes,11,Average,7,7,7,0,7.0
RM338,29,26-35,No,Travel_Rarely,Research & Development,9,Other,Poor,Male,1,Laboratory Technician,Good,Single,3983,Y,No,17,Average,4,3,2,2,2.0
RM344,29,26-35,No,Travel_Rarely,Sales,10,Marketing,Good,Female,2,Sales Executive,Poor,Divorced,8268,Y,Yes,14,Average,7,7,7,1,7.0
RM350,29,26-35,No,Non_Travel,Sales,2,Life Sciences,Good,Male,2,Sales Executive,Average,Married,4649,Y,No,14,Average,4,4,3,0,2.0
RM372,29,26-35,No,Travel_Rarely,Research & Development,23,Life Sciences,Good,Male,1,Research Scientist,Good,Single,2201,Y,No,16,Average,6,3,2,1,2.0
RM421,29,26-35,No,Travel_Rarely,Research & Development,3,Medical,Poor,Male,3,Research Director,Average,Married,11935,Y,No,18,Average,10,10,2,0,7.0
RM422,29,26-35,Yes,Travel_Rarely,Research & Development,25,Technical Degree,Average,Female,1,Research Scientist,Poor,Married,2546,Y,No,16,Average,6,2,2,1,1.0
RM455,29,26-35,No,Travel_Rarely,Research & Development,19,Technical Degree,Good,Male,2,Manufacturing Director,Good,Divorced,4262,Y,No,12,Average,8,3,2,1,2.0
RM508,29,26-35,No,Travel_Rarely,Sales,3,Medical,Poor,Female,2,Sales Executive,Average,Married,5561,Y,No,14,Average,6,6,0,1,2.0
RM520,29,26-35,No,Travel_Frequently,Research & Development,1,Life Sciences,Poor,Male,1,Research Scientist,Good,Divorced,2720,Y,No,18,Average,10,10,7,2,8.0
RM547,29,26-35,No,Travel_Rarely,Sales,10,Life Sciences,Average,Male,1,Sales Representative,Average,Single,2642,Y,No,11,Average,1,1,0,0,0.0
RM556,29,26-35,No,Travel_Rarely,Sales,10,Marketing,Good,Male,1,Sales Representative,Poor,Divorced,2297,Y,No,14,Average,2,2,2,2,2.0
RM573,29,26-35,No,Travel_Rarely,Research & Development,27,Medical,Poor,Female,2,Healthcare Representative,Average,Married,4335,Y,No,12,Average,11,8,7,1,1.0
RM590,29,26-35,Yes,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Female,1,Laboratory Technician,Poor,Married,2319,Y,Yes,11,Average,1,1,0,0,0.0
RM595,29,26-35,No,Travel_Rarely,Research & Development,23,Life Sciences,Average,Male,1,Research Scientist,Average,Married,2700,Y,No,24,Good,10,10,7,0,7.0
RM646,29,26-35,Yes,Travel_Rarely,Sales,1,Medical,Poor,Female,1,Sales Representative,Average,Divorced,2800,Y,Yes,19,Average,5,3,2,0,2.0
RM658,29,26-35,No,Travel_Rarely,Research & Development,7,Medical,Poor,Female,1,Laboratory Technician,Good,Divorced,2532,Y,No,14,Average,8,4,3,0,3.0
RM698,29,26-35,No,Travel_Frequently,Sales,20,Technical Degree,Average,Female,1,Sales Representative,Good,Married,2157,Y,No,15,Average,3,3,1,0,2.0
RM712,29,26-35,Yes,Travel_Rarely,Research & Development,10,Life Sciences,Good,Female,1,Research Scientist,Poor,Single,2404,Y,Yes,20,Good,3,0,0,0,0.0
RM809,29,26-35,No,Travel_Rarely,Research & Development,28,Life Sciences,Average,Female,1,Research Scientist,Good,Divorced,2514,Y,No,22,Good,11,7,5,1,7.0
RM824,29,26-35,No,Travel_Frequently,Research & Development,10,Life Sciences,Good,Female,1,Research Scientist,Poor,Divorced,3291,Y,No,14,Average,8,7,5,1,1.0
RM826,29,26-35,No,Travel_Rarely,Research & Development,8,Medical,Poor,Male,2,Manufacturing Director,Good,Married,5056,Y,Yes,15,Average,10,10,7,1,2.0
RM837,29,26-35,Yes,Travel_Rarely,Sales,23,Life Sciences,Good,Female,3,Sales Executive,Poor,Married,7336,Y,No,13,Average,11,11,8,3,10.0
RM853,29,26-35,No,Travel_Rarely,Research & Development,6,Medical,Poor,Female,1,Laboratory Technician,Good,Married,3131,Y,No,13,Average,10,10,8,0,8.0
RM860,29,26-35,No,Travel_Rarely,Research & Development,15,Life Sciences,Poor,Female,1,Research Scientist,Good,Married,2168,Y,Yes,18,Average,6,5,4,1,3.0
RM894,29,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,Poor,Female,1,Research Scientist,Good,Divorced,3760,Y,No,15,Average,3,3,2,1,2.0
RM904,29,26-35,No,Travel_Rarely,Research & Development,7,Life Sciences,Average,Male,2,Healthcare Representative,Good,Divorced,6623,Y,Yes,11,Average,6,6,0,1,0.0
RM906,29,26-35,No,Travel_Rarely,Research & Development,1,Life Sciences,Good,Female,4,Research Director,Good,Divorced,16124,Y,No,14,Average,9,7,7,1,7.0
RM933,29,26-35,Yes,Travel_Rarely,Research & Development,7,Technical Degree,Poor,Female,1,Laboratory Technician,Average,Divorced,3339,Y,Yes,13,Average,10,7,7,7,7.0
RM1006,29,26-35,No,Travel_Rarely,Human Resources,17,Other,Poor,Male,3,Human Resources,Poor,Single,7988,Y,No,13,Average,10,10,9,0,9.0
RM1008,29,26-35,Yes,Travel_Frequently,Research & Development,14,Other,Average,Female,3,Healthcare Representative,Good,Single,7553,Y,Yes,12,Average,9,8,7,7,7.0
RM1058,29,26-35,Yes,Travel_Frequently,Sales,13,Technical Degree,Poor,Female,2,Sales Executive,Poor,Single,5765,Y,No,11,Average,7,5,3,0,0.0
RM1064,29,26-35,No,Travel_Rarely,Sales,19,Life Sciences,Average,Male,2,Sales Executive,Average,Divorced,8620,Y,No,14,Average,10,10,7,0,4.0
RM1073,29,26-35,No,Travel_Frequently,Research & Development,2,Life Sciences,Good,Female,1,Laboratory Technician,Poor,Married,3180,Y,No,13,Average,4,3,2,0,2.0
RM1078,29,26-35,Yes,Travel_Rarely,Research & Development,1,Technical Degree,Poor,Male,1,Research Scientist,Poor,Single,2362,Y,No,13,Average,11,9,7,0,7.0
RM1091,29,26-35,No,Travel_Rarely,Research & Development,8,Other,Average,Female,2,Healthcare Representative,Poor,Married,9715,Y,No,13,Average,9,7,7,0,7.0
RM1105,29,26-35,No,Travel_Rarely,Research & Development,9,Life Sciences,Average,Male,1,Research Scientist,Average,Married,2451,Y,No,18,Average,5,1,0,0,0.0
RM1123,29,26-35,No,Travel_Rarely,Research & Development,3,Medical,Poor,Male,1,Laboratory Technician,Poor,Single,4723,Y,Yes,18,Average,10,10,9,1,5.0
